pregunta,respuesta
"Si funjo como un intermediario, o bien, como un agente de transporte en un traslado de bienes o mercancías, ¿es necesario emitir un CFDI de tipo Ingreso con el complemento Carta Porte?","No, en este caso se debe emitir un CFDI de tipo Traslado con el complemento Carta Porte y usar éste o su representación impresa para acreditar el transporte de las mercancías, y en los campos “Subtotal” y “Total” se debe registrar el valor igual a cero. Adicionalmente en el RFC del Receptor, se debe capturar el valor “XAXX010101000” de acuerdo a lo establecido en la regla 2.7.1.26 de la RMF vigente."
¿En qué momento debo emitir un CFDI de tipo ingreso con complemento Carta Porte?,"Cuando se brinde el servicio de traslado de bienes o mercancías por cualquiera de los distintos medios de transporte ya sea por vía terrestre de carga que circule por carreteras federales, vía férrea, marítima, aérea o fluvial."
"Si los bienes o mercancías se trasladan por distintos medios de transporte, ¿podré registrar la información correspondiente a estos medios en un sólo comprobante con el complemento Carta Porte, o deben ser diferentes comprobantes con el complemento?","Sí, podrás registrar en el mismo comprobante la información de los medios de transporte utilizados para el traslado los bienes o mercancías; ya sea como dueña o dueño de estos, como prestadora o prestador de servicios o agente de transporte."
¿Cuál es la clave de método de pago que deben utilizar los integrantes del sistema financiero para la emisión de los CFDI que se emiten con la facilidad establecida en la regla 2.7.1.39 de la Resolución Miscelánea Fiscal vigente?,"La clave de método de pago que deben utilizar es “PUE Pago en una sola exhibición” contenida en el catálogo de c_MetodoPago del Anexo 20.Fundamento legal:  Anexo 20 Guía de llenado de los comprobantes fiscales digitales por internet versión 3.3, publicada en el Portal del SAT."
¿Qué información es necesaria registrar en el complemento de pagos?,"Información del Pago:• Fecha de Pago• Moneda de Pago• Forma de pago y• Monto pagadoInformación de la factura que se paga (documento relacionado):• Folio fiscal del comprobante relacionado• Moneda de pago• Tipo de cambio conforme a la moneda registrada en el documento relacionado• Método de pago• Número de la parcialidad• Importe pagado• Importe saldo anterior• El importe del saldo insoluto• Objeto del impuesto• Monto de los impuestos retenidos y trasladadosTratándose de pagos vía transferencia electrónica de fondos (incluido SPEI), no es necesario incorporar la información bancaria (número de operación, cuenta ordenante, cuenta beneficiaria, nombre del banco, tipo cadena de pago, sello pago, etc.)."
¿Cuando se deberá incorporar el complemento de pagos a la factura?,"Cuando la contraprestación no se pague en una sola exhibición o bien cuando se realice el pago de la contraprestación en una sola exhibición, pero ésta no sea cubierta al momento de la expedición de la factura, incluso cuando se trate de operaciones a crédito y estas se paguen totalmente en fecha posterior a la emisión de la factura correspondiente."
¿Se puede cancelar una factura con complemento de pagos que contenga errores?,"Si, cuando en la factura existan errores, éste podrá cancelarse siempre que se sustituya por otra con los datos correctos y cuando se realicen a más tardar el último día del ejercicio en que fue emitida la factura."
¿Dónde debo registrar los impuestos trasladados?,"Se deber señalar en el campo “Objeto del impuesto”, posteriormente se deben manifestar las cantidades según corresponda a un impuesto trasladado o retenido, asimismo, es importante considerar que todas las cantidades deben señalarse en moneda nacional MXN."
¿Cuándo es obligatorio emitir el complemento de pagos con la versión 2.0?,"Es obligatorio a partir del 1 de abril del 2023, existe un periodo de convivencia con la versión 1.0 del 1 de enero del 2022 al 31 de marzo de 2023."
¿Qué documentos puedo recuperar a través de este servicio?,"Podrás recuperar copia de los archivos XML de la facturas emitidas y recibidas en las versiones 3.0, 3.2, 3.3 y 4.0 así como los CFDI de retenciones e información de pagos. También podrás recuperar la información principal de dichos comprobantes (metadata en archivo txt delimitado por un ~)."
¿Qué es metadata?,"Son los datos representativos de la factura, tales como el folio fiscal, RFC y nombre del emisor, RFC y nombre del receptor, fecha de emisión, fecha de certificación, PAC que certificó, total, efecto del comprobante, estado del comprobante y, en su caso, fecha de cancelación."
¿Quiénes pueden recuperar las facturas?,El emisor y el receptor podrán realizar la consulta y recuperación de las facturas previa autenticación.
¿Qué opciones se tienen para la recuperación de tus facturas?,El SAT dispone de dos servicios para la recuperación:El portal de factura electrónica (previa autenticación con e.firma o contraseña)Web service (sólo con e.firma).
¿Quiénes pueden acceder al Web service?,El emisor y el receptor pueden acceder al servicio; la autentificación es a través de un token que se genera con ayuda de la e.firma.
¿Cómo se refleja el Estímulo Fiscal de IVA para la región fronteriza norte en la factura electrónica?,"Se refleja, en el campo o atributo denominado “TasaOCuota” del CFDI, en donde se seleccionarán la opción o valor identificado en el catálogo c_TasaOCuota como: “IVA Crédito aplicado del 50%”.Fundamento: Regla 11.11.3 de la versión anticipada de la Sexta Resolución de Modificaciones a la Resolución Miscelánea Fiscal para 2018"
¿Cuáles son los requisitos para registrarse y aplicar el estímulo fiscal de IVA?,"Realizar la entrega material de los bienes o prestación de servicios en la región fronteriza norte.Presentar un aviso ante el SAT, a más tardar el 7 de febrero de 2019, de conformidad con la ficha de trámite 4/DEC-10 del Anexo 1-A de la RMF vigente y Artículo Cuarto Transitorio de la Sexta Resolución para la RMF 2018.Tratándose de contribuyentes que inicien actividades con posterioridad a la entrada en vigor del presente Decreto, deberán presentar el aviso conjuntamente con la solicitud de inscripción en el Registro Federal de Contribuyentes.Fundamento: Artículos 22 y 23 del Reglamento del Código Fiscal de la Federación, artículo Décimo Segundo del DECRETO de estímulos fiscales región fronteriza norte y Anexo 1-A de la RMF vigente."
¿En qué operaciones no será aplicable el estímulo?,"Cuando en la factura se señale la clave de producto o servicio01010101 no existe en el catálogo, salvo las operaciones con el público en general  que se consignen en la factura global y en aquellas que elSAT identifiquecomo bienes o serviciosno sujetos al estímulo fiscal de IVA."
¿Qué se entiende por enajenación?,Lo estipulado en el artículo 14 del Código Fiscal de la Federación.
¿La factura se deberá transmitir a Ventanilla Única de Comercio Exterior Mexicana (VUCEM)?,"Sí, se deberá transmitir la impresión del archivo XML y la representación impresa de la factura en formato PDF como un E-document a través de VUCEM."
¿Qué tipo de moneda se debe registrar en el monto total aportado o depositado de un CFDI de retenciones e información de pagos con complemento planes de retiro?,"Se debe registrar en pesos mexicanos (MXN), el monto total aportado o depositado al plan de retiro."
¿Puedo emitir la factura de retenciones e información de pagos de manera anualizada?,"Sí, en enero del año siguiente a aquel en que se realizó la retención o pago."
¿Dónde puedo consultar las facturas de retenciones e información de pagos?,"En el servicio de consulta y recuperación de factura, en el apartado Retenciones e Inf. de Pagos, puedes consultar tanto las facturas emitidas como las recibidas."
¿Puedo emitir una factura de retenciones e información de pagos como constancia de sueldos y salarios?,"No, en virtud de que existe la factura de nómina la cual sirve como constancia de retenciones."
¿Puedo reflejar varias retenciones en una misma factura de retenciones e información de pagos?,"No, debes emitir una factura por cada tipo de retención. Sólo cuando se trate de la misma operación, puedes incorporar el nodo ImpRetenidos por cada tipo de retención."
